position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
376,1,376,13482,,"Ленинградская обл, Янино-1 гп, Шоссейная ул, 10",210,46 800 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-biznesa-mobilnoi-azs-na-sieezde-s-kada-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
377,1,377,13421,,"Санкт-Петербург г, Просвещения пр-кт, 53к1 Д",417.5,93 000 000,280 000,У нас дешевле на 92 720 000 (99.7%),-92 720 000,-99.7%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-magnit-s-nds"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12748"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 243.9 м² 390 000 =HYPERLINK(""https://app.worldcafe.ru/object/18075"",""ссылка"") | Архив rent 140 м² 280 000 =HYPERLINK(""https://app.worldcafe.ru/object/12748"",""ссылка"")"
378,1,378,13373,,"Понтонный п, Пролетарской Победы ул, 7",7017,150 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-v-pontonnom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
379,1,379,13252,,"Санкт-Петербург г, Лиговский пр-кт, 115",2100,400 000 000,350 000 000,У нас дешевле на 50 000 000 (12.5%),-50 000 000,-12.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-2100-m2-u-metro"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20206"",""ссылка"")",Совпало,1,"На сайте sale 2100 м² 350 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/20206"",""ссылка"")"
380,1,380,13239,,"Санкт-Петербург г, Петровская коса, 6к1стр1",376.9,180 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshhenii-na-2-ux-etazax"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
381,1,381,13187,,"Санкт-Петербург г, Бухарестская ул, 6",1476.8,70 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ofisa-c-vyxodom-na-kpysu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
382,1,382,13056,,"Санкт-Петербург г, Гражданский пр-кт, 76",60,24 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-wildberries-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
383,1,383,13032,,"Санкт-Петербург г, Железнодорожный пр-кт, 45",6791.5,200 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-imushhestvennogo-kompleksa"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
384,1,384,13028,,"Ленинградская обл, Янино-1 гп, Колтушское ш, -",30070,132 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zu-na-pervoi-linii-za-ianino-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
385,1,385,12930,,"Санкт-Петербург г, Заневский пр-кт, 65а А",75.4,24 800 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-arendator-vinnyi-magazin-754m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
386,1,386,12812,,"Санкт-Петербург г, Большая Пороховская ул, 47",524,33 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorom-524-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
387,1,387,12870,,"Санкт-Петербург г, Жукова ул, 1к2",1913,270 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodam-tc-s-zemelnym-ucastkom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
388,1,388,12750,,"Пушкин г, Гусарская ул, 4 АИ",210,65 900 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/kofeiniamagazin-okupaemost-8vitriny-210-m2-3"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
389,1,389,12738,,"Санкт-Петербург г, Индустриальный пр-кт, 76",1260,233 100 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-novogo-sovremennogo-sklada-v-novosele-4"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
390,1,390,12736,,"Санкт-Петербург г, Индустриальный пр-кт, 76",1680,302 400 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-novogo-sovremennogo-sklada-v-novosele-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
391,1,391,12724,,"Санкт-Петербург г, Школьная ул, 68 А",200,47 900 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorami-200-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
392,1,392,12643,,"Рязанская обл, Калиновка с, -, -",14693499,130 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-16"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
393,1,393,12651,,"Санкт-Петербург г, Пейзажная ул, 28к1стр1",5636.2,290 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorom-piaterocka-643-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
394,1,394,14392,,"Санкт-Петербург г, Богатырский пр-кт, 7к9 А",1498,380 000 000,1 750 000 000,У нас дороже на 1 370 000 000 (360.5%),1 370 000 000,360.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19000"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 1174 м² 2 113 200 =HYPERLINK(""https://app.worldcafe.ru/object/7881"",""ссылка"") | На сайте sale 1200000 м² 1 750 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19000"",""ссылка"")"
395,1,395,12561,,"Металлострой п, Железнодорожная ул, 11 А",2600,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-s-arendatorom-otel-2600-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
396,1,396,12559,,"Санкт-Петербург г, Нефтяная дор, 1 к 5",10499.5,1 850 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-imushhectvennogo-komplekca-104995"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
397,1,397,16561,,"Ленинградская обл, Кузьмоловский гп, Заводская ул, 41",1347.6,95 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-s-13476-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
398,1,398,12509,,"Санкт-Петербург г, Ленсовета ул, 95",200,32 000 000,0,У нас дешевле на 32 000 000 (100.0%),-32 000 000,-100.0%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorom-205mest-vytiazka"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19131"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 330 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/19131"",""ссылка"")"
399,1,399,12490,,"Санкт-Петербург г, Днепропетровская ул, 65",630.1,231 700 000,23 506 000,У нас дешевле на 208 194 000 (89.9%),-208 194 000,-89.9%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-piaterocki-v-centre-na-sennoi-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18329"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 102.2 м² 23 506 000 =HYPERLINK(""https://app.worldcafe.ru/object/18329"",""ссылка"")"
400,1,400,12456,,"Ленинградская обл, автодорога Кола 21 км, Р-21 Кола, 71",212,19 080 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-skladskogo-pomeshheniia-212-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
401,1,401,12457,,"Ленинградская обл, автодорога Кола 21 км, Р-21 Кола, 71",252,22 680 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-skladskogo-pomeshheniia-252-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
402,1,402,12459,,"Ленинградская обл, Пески д, Победы ул, 21",1120,88 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-proizvodstva-1120-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
403,1,403,12460,,"Ленинградская обл, автодорога Кола 21 км, -, -",1797,115 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-skladskogo-pomeshheniia-1797-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
404,1,404,12417,,"Шушары п, Московское ш, 115",1140,130 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-1440-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
